prompt,label
"Context: Helminth-derived molecules are being identified as a new therapeutic approach for immune-mediated diseases. We investigated the anti-inflammatory effect and the immunological mechanisms of Schistosoma mansoni soluble egg antigens (SmSEA) in a mouse model of chronic colitis. Colitis was induced in immunocompromised severe combined immunodeficiency mice by the adoptive transfer of CD4CD25CD62L T cells. Two weeks post-transfer, SmSEA treatments were started (study 1: 1 × 20 μg SmSEA per week 5 times; study 2: 2 × 20 μg SmSEA per week 3 times). From the start of the treatment (week 2), the clinical outcome and colonic inflammation were assessed at different time points by a clinical disease score and colonoscopy, respectively. At the end of the studies, the colons were harvested for macroscopic examination, and colonic lamina propria mononuclear cells were isolated for flow cytometric T-cell characterization. In both studies, administration of SmSEA in colitis mice improved all the inflammatory parameters studied. However in study 1, this beneficial effect on inflammation diminished with time, and the T-cell characterization of the lamina propria mononuclear cells, performed at week 6, revealed no immunological effects of the SmSEA treatment. In study 2, mice were killed earlier (week 4) and at that time point, we found a significant downregulation of the number of interleukin-17A-producing T cells and a significant upregulation of the number of interleukin-4-producing T cells in the colon of the SmSEA-treated colitis mice.

Question: Does treatment with egg antigens of Schistosoma mansoni ameliorate experimental colitis in mice through a colonic T-cell-dependent mechanism?

Provide a concise medical answer:
",1
"Context: The etiology of reduced left ventricular (LV) ejection fraction after exercise, without obstructive coronary artery disease or other established causes, is unclear. The aims of this study were to determine whether patients undergoing treadmill stress echocardiography with this abnormal LV contractile response to exercise (LVCRE) without established causes have resting LV long-axis dysfunction or microvascular dysfunction and to determine associations with this abnormal LVCRE. Of 5,275 consecutive patients undergoing treadmill stress echocardiography, 1,134 underwent cardiac computed tomography angiography or invasive angiography. Having excluded patients with obstructive coronary artery disease, hypertensive response, submaximal heart rate response, resting LV ejection fraction < 50%, and valvular disease, 110 with ""abnormal LVCRE"" and 212 with ""normal LVCRE"" were analyzed. Resting mitral annular velocities were measured to assess LV long-axis function. Myocardial blush grade and corrected Thrombolysis In Myocardial Infarction frame count were determined angiographically to assess microvascular function. Comparing normal LVCRE with abnormal LVCRE, age (mean, 59.7 ± 11.1 vs 61.4 ± 10.0 years), hypertension (53% vs 55%), diabetes (16% vs 20%), and body mass index (mean, 29.1 ± 5.4 vs 29.5 ± 6.4 kg/m(2)) were similar (P > .05). Abnormal LVCRE had reduced resting LV long-axis function with lower septal (mean, 6.1 ± 1.9 vs 7.7 ± 2.2 cm/sec) and lateral (mean, 8.1 ± 2.9 vs 10.4 ± 3.0 cm/sec) e' velocities (P < .001) and larger resting left atrial volumes (mean, 37.3 ± 10.1 vs 31.1 ± 7.2 mL/m(2), P < .001). On multivariate analysis, female gender (odds ratio [OR], 1.21; 95% confidence interval [CI], 1.15-1.99; P < .001), exaggerated chronotropic response (OR, 1.49; 95% CI, 1.09-2.05; P < .001), resting left atrial volume (OR, 2.38; 95% CI, 1.63-3.47; P < .001), and resting lateral e' velocity (OR, 1.70; 95% CI, 1.22-2.49; P = .003) were associated with abnormal LVCRE, but not myocardial blush grade or corrected Thrombolysis In Myocardial Infarction frame count.

Question: Is abnormal left ventricular contractile response to exercise in the absence of obstructive coronary artery disease associated with resting left ventricular long-axis dysfunction?

Provide a concise medical answer:
",1
"Context: The objective of this study was to examine the associations between objective measures of sleep duration and sleep efficiency with the grades obtained by healthy typically developing children in math, language, science, and art while controlling for the potential confounding effects of socioeconomic status (SES), age, and gender. We studied healthy typically developing children between 7 and 11 years of age. Sleep was assessed for five week nights using actigraphy, and parents provided their child's most recent report card. Higher sleep efficiency (but not sleep duration) was associated with better grades in math, English language, and French as a second language, above and beyond the contributions of age, gender, and SES.

Question: Is sleep efficiency ( but not sleep duration ) of healthy school-age children associated with grades in math and languages?

Provide a concise medical answer:
",1
"Context: Morbidly obese patients usually present vitamin D deficiency or secondary hyperparathyroidism. Low vitamin D levels have been recently related to non-alcoholic fatty liver disease (NAFLD). The aim of this study was to analyse the relationship between vitamin D, bone turnover markers and non-alcoholic fatty liver disease and metabolic syndrome in severely obese patients. One hundred and ten patients who underwent bariatric surgery were included. Liver biopsy was taken during surgery. Two univariate analyses were carried out in order to i) analyse the relationship between liver histology and vitamin D-bone turnover markers (intact parathyroid hormone (PTH), osteocalcin and Carboxy-terminal collagen crosslinks) and ii) establish the association between metabolic syndrome components-insulin resistance (HOMA) and vitamin D-bone turnover markers. 70% of the patients had lower levels of vitamin D or secondary hyperparathyroidism. None of the components of liver histology were associated with levels of vitamin D or with bone turnover parameters. Patients with metabolic syndrome showed lower levels of PTH and osteocalcin (72,42 (29,47) vs 61.25(19.59) p-Value: 0.022; 19.79 (10.43) vs 16.87(10.25) p-Value: 0,028, respectively). HOMA was not related to Vitamin D or bone turnover markers.

Question: Are vitamin D levels and bone turnover markers related to non-alcoholic fatty liver disease in severely obese patients?

Provide a concise medical answer:
",1
"Context: The optimal type of mesh for complex abdominal wall reconstruction has not been elucidated. We hypothesized that AWRs using acellular dermal matrix (ADM) experience low rates of surgical site occurrence (SSO) and surgical site infection, despite increasing degrees of wound contamination. We retrospectively reviewed prospectively collected data from consecutive abdominal wall reconstructions with ADM over a 9-year period. Outcomes of abdominal wall reconstructions were compared between patients with different CDC wound classifications. Univariate and multivariate logistic regression and Cox proportional hazard regression analyses identified potential associations and predictive/protective factors. The 359 patients had a mean follow-up of 28.3 ± 19.0 months. Reconstruction of clean wounds (n = 171) required fewer reoperations than that of combined contaminated (n = 188) wounds (2.3% vs 11.2%; p = 0.001) and trended toward experiencing fewer SSOs (19.9% vs 28.7%, p = 0.052). There were no significant differences between clean and combined contaminated cases in 30-day SSI (8.8% vs 8.0%), hernia recurrence (9.9% vs 10.1%), and mesh removal (1.2% vs 1.1%) rates. Independent predictors of SSO included body mass index ≥30 kg/m(2) (odds ratio [OR] 3.6; p < 0.001), 1 or more comorbidities (OR 2.5; p = 0.008), and defect width ≥15 cm (OR 1.8; p = 0.02).

Question: Are outcomes of abdominal wall reconstruction with acellular dermal matrix affected by wound contamination?

Provide a concise medical answer:
",0
"Context: Improper mechanical ventilation can exacerbate acute lung damage, causing a secondary ventilator-induced lung injury (VILI). We hypothesized that VILI can be reduced by modifying specific components of the ventilation waveform (mechanical breath), and we studied the impact of airway pressure release ventilation (APRV) and controlled mandatory ventilation (CMV) on the lung micro-anatomy (alveoli and conducting airways). The distribution of gas during inspiration and expiration and the strain generated during mechanical ventilation in the micro-anatomy (micro-strain) were calculated. Rats were anesthetized, surgically prepared, and randomized into 1 uninjured control group (n = 2) and 4 groups with lung injury: APRV 75% (n = 2), time at expiration (TLow) set to terminate appropriately at 75% of peak expiratory flow rate (PEFR); APRV 10% (n = 2), TLow set to terminate inappropriately at 10% of PEFR; CMV with PEEP 5 cm H2O (PEEP 5; n = 2); or PEEP 16 cm H2O (PEEP 16; n = 2). Lung injury was induced in the experimental groups by Tween lavage and ventilated with their respective settings. Lungs were fixed at peak inspiration and end expiration for standard histology. Conducting airway and alveolar air space areas were quantified and conducting airway micro-strain was calculated. All lung injury groups redistributed inspired gas away from alveoli into the conducting airways. The APRV 75% minimized gas redistribution and micro-strain in the conducting airways and provided the alveolar air space occupancy most similar to control at both inspiration and expiration.

Question: Does airway pressure release ventilation reduce conducting airway micro-strain in lung injury?

Provide a concise medical answer:
",1
"Context: To prevent accidental ingestion of implant hex dive. Dental floss which is used to stabilize the hex drive is tied to the operator's finger ring to overcome sudden aspiration of fallen instrument. It showed excellent grip of the instrument during stage two uncover time and also saved operators time.

Question: Do a simplified method of preventing implant hex drive from aspiration or accidental swallowing during stage two implant recovery?

Provide a concise medical answer:
",0
"Context: A study was undertaken to identify the responsible gene defect underlying late onset spinal motor neuronopathy (LOSMoN/SMAJ; Online Mendelian Inheritance in Man #615048), an autosomal dominant disease mapped to chromosome 22q11.2. The previous genetic linkage approach by microsatellite haplotyping was continued in new families. A whole genome sequencing was performed to find all possibly pathogenic mutations in the linked area. The detected variations were verified by Sanger sequencing. Six new SMAJ families were identified based on the unique founder haplotype. A critical recombination in 1 family restricted the linked area to 727kb between markers SHGC-106816 and D22S345. In whole genome sequencing a previously unknown mutation c.197G>T p.G66V in CHCHD10 was identified. The mutation was shown to segregate with the disease in 55 patients from 17 families.

Question: Is late onset spinal motor neuronopathy caused by mutation in CHCHD10?

Provide a concise medical answer:
",1
"Context: In emergency cases, finger stick testing is primarily used to check the blood glucose value of patients since it takes longer to obtain the venous value. In critical patients, under conditions that cause an increase in metabolic state and level of stress, there occurs considerable difference in glucose levels between capillary and venous measurements. This study aimed to investigate the comparability of capillary and venous glucose values, according to the perfusion index level obtained with the Masimo Radical-7(®) device, in critical patients aged 18 years and over. We conducted this prospective and observational study in the emergency department of the Eskisehir Osmangazi University hospital between November 3, 2008 and February 2, 2009. The blood glucose of 300 critical patients was checked by finger stick in the emergency unit. The participants with normal vital signs had perfusion index between 0 and 5; the results obtained by the two methods were more consistent for perfusion index values of 6 and over. The results were most consistent in aged participants with normal vital sign findings and low perfusion index and in young patients with high perfusion index. In the cases where at least one of the vital signs was abnormal, the glucose values obtained by the two methods were more consistent when the perfusion index was 6 or over. In this group, independently from the perfusion index value, the consistency was higher in younger patients compared with aged patients.

Question: Does low perfusion index affect the difference in glucose level between capillary and venous blood?

Provide a concise medical answer:
",0
"Context: Hordeum vulgare L. (HV or barley) is used by traditional healers to treat various inflammatory and cardiovascular diseases, without the knowledge of pharmacologic rationale behind its actions. This study was designed to explore the potential scientific mechanism(s) that could explain the use of Hordeum vulgare in traditional medicine as a treatment for various inflammatory and cardiovascular diseases. A crude extract and its three fractions were prepared from HV and screened for the inhibition of platelet aggregation and various metabolites of cyclooxygenase (COX), lipoxygenase (LOX) pathways of arachidonic acid (AA) metabolism as well as for its effects on certain antioxidant enzymes. Platelet aggregation was monitored using turbidometric principle, AA metabolism through radioimmunoassay and antioxidant enzymes by commercial kits using spectrophotometer. Results show that HV exhibited activities against all human platelet agonists used except adenine diphosphate, and inhibited both COX and LOX pathways of AA metabolism. It also elevated the activities of superoxide dismutase (SOD) and glutathione peroxidase (GPx). However, these activities were distributed in various fractions of HV. Aqueous fraction was most potent in elevating SOD activity; chloroform fraction had concentrated compounds responsible for COX inhibition while n-hexane seems to possess compounds responsible for LOX inhibition as well as the only fraction enhancing the activity of GPx.

Question: Are multiple pathways responsible for anti-inflammatory and cardiovascular activities of Hordeum vulgare L?

Provide a concise medical answer:
",1
"Context: To investigate the eff ect of intestinal trefoil factor (ITF) on the transcriptional activity of ITF promoter and to explore the regulatory mechanism of Janus kinase/signal transducers and activators of transcription (JAK/STAT) on ITF promoter. The 5' flanking sequence of the ITF gene was cloned from human whole blood genomic DNA by PCR. ITF promoter fragment was cloned and inserted into the pGL3-Basic vector to construct recombinant vector. ITF promoter vector was stimulated with ITF at various concentrations and the luciferase activity was measured. The JAK-STAT3 signal transduction pathway was then blocked by a specific inhibitor AG490 to determine the signal pathway involved in ITF promoter activity. Restriction endonuclease analysis and DNA sequencing confirmed that the recombinant plasmid, containing ITF promoter, was constructed successfully. After transient transfection, the activity of ITF promoter was increased significantly in the presence of ITF (P<0.05). Blockage of the JAK-STAT3 signal transduction pathway with AG490 significantly reduced the ITF promoter activity (P<0.05).

Question: Does [ ITF increase the transcriptional activity of ITF promoter via the JAK-STAT3 signal transduction pathway ]?

Provide a concise medical answer:
",0
"Context: To evaluate pazopanib eye drops in subjects with active subfoveal choroidal neovascularization (CNV) secondary to age-related macular degeneration (AMD). Multicountry, randomized, parallel-group, double-masked, active and placebo-controlled, dose-ranging study of eye drops. A total of 510 subjects (93% white; 58% female; mean age, 75.3 years) whose AMD was previously managed by anti-vascular endothelial growth factor intravitreal injections. Treatments administered for 52 weeks included placebo eye drops instilled 4 times daily (n=73); pazopanib 5 mg/ml instilled 3 (n=72) or 4 times daily (n=74); pazopanib 10 mg/ml instilled 2 (n=73), 3 (n=73), or 4 times daily (n=72); or ranibizumab injection administered once every 4 weeks (n=73). In addition, for all eye drop treatment groups, open-label ranibizumab was administered as needed. The main outcome measures were best-corrected visual acuity (BCVA) and injection frequency assessed at week 52. Safety was assessed every 4 weeks and pazopanib plasma concentrations were determined at weeks 4 and 24. At week 52, pazopanib, with allowance for as-needed ranibizumab injections, was noninferior to monthly ranibizumab as well as to as-needed ranibizumab administered with placebo eye drops in maintaining BCVA (estimated BCVA gains of 0.3-1.8 vs. 1.4 vs. 0.2 letters, respectively). Pazopanib treatment did not reduce as-needed ranibizumab injections by ≥50% (prespecified efficacy criterion). At week 52, there were no clinically meaningful changes from baseline in retinal thickness or morphology, CNV size, or lesion characteristics on optical coherence tomography or fluorescein angiography. Complement factor H genotype had no effect on the responses to pazopanib and/or ranibizumab (BCVA, injection rate, or optical coherence tomography/fluorescein angiography changes). Steady-state concentrations of pazopanib in plasma seemed to be reached by week 4. The most common ocular adverse events related to pazopanib and ranibizumab were application site pain (3%) and injection site hemorrhage (1%), respectively. No treatment-related serious adverse events were reported.

Question: Does clinical evaluation of pazopanib eye drop versus ranibizumab intravitreal injections in subjects with neovascular age-related macular degeneration?

Provide a concise medical answer:
",1
"Context: Recent epidemiological evidence suggests that modifying lifestyle by increasing physical activity could be a non-pharmacological approach to improving symptoms and slowing disease progression in Alzheimer's disease and other tauopathies. Previous studies have shown that exercise reduces tau hyperphosphorylation, however, it is not known whether exercise reduces the accumulation of soluble or insoluble tau aggregates and neurofibrillary tangles, which are both neuropathological hallmarks of neurodegenerative tauopathy. In this study, 7-month old P301S tau transgenic mice were subjected to 12-weeks of forced treadmill exercise and evaluated for effects on motor function and tau pathology at 10 months of age. Exercise improved general locomotor and exploratory activity and resulted in significant reductions in full-length and hyperphosphorylated tau in the spinal cord and hippocampus as well as a reduction in sarkosyl-insoluble AT8-tau in the spinal cord. Exercise did not attenuate significant neuron loss in the hippocampus or cortex. Key proteins involved in autophagy-microtubule-associated protein 1A/1B light chain 3 and p62/sequestosome 1 -were also measured to assess whether autophagy is implicated in the exercised-induced reduction of aggregated tau protein. There were no significant effects of forced treadmill exercise on autophagy protein levels in P301S mice.

Question: Does long-term treadmill exercise attenuate tau pathology in P301S tau transgenic mice?

Provide a concise medical answer:
",0
"Context: To evaluate the effect of an acute L-dopa administration on eye-closed resting state electroencephalographic (EEG) activity of cognitively preserved Parkinsonian patients. We examined 24 right-handed patients diagnosed as uncomplicated probable Parkinson's disease (PD). Each patient underwent Unified Parkinson's Disease Rating Scale (UPDRS)-part-III evaluation before and 60 min after an oral load of L-dopa-methyl-ester/carbidopa 250/25 mg. Resting condition eyes-closed EEG data were recorded both pre- and post L-dopa load. Absolute EEG power values were calculated at each scalp derivation for Delta, Theta, Alpha and Beta frequency bands. UPDRS scores (both global and subscale scores) and EEG data (power values of different frequency bands for each scalp derivation) were submitted to a statistical analysis to compare Pre and Post L-Dopa conditions. Finally, a correlation analysis was carried out between EEG spectral content and UPDRS scores. Considering EEG power spectral analysis, no statistically significant differences arose on Delta and Theta bands after L-dopa intake. Conversely, Alpha and Beta rhythms significantly increased on centro-parietal scalp derivations, as a function of L-dopa administration. Correlation analysis indicated a significant negative correlation between Beta power increase on centro-parietal areas and UPDRS subscores (Rigidity of arms and Bradykinesia). A minor significant negative correlation was also found between Alpha band increase and resting tremor.

Question: Does alpha and beta EEG power reflect L-dopa acute administration in parkinsonian patients?

Provide a concise medical answer:
",1
"Context: Limited data exist on the risk of developing cardiac sarcoidosis (CS) and/or adverse events in sarcoidosis patients. Using LV global longitudinal strain (GLS), an emerging sensitive parameter of LV function, we evaluated the prevalence of subclinical cardiac dysfunction in sarcoidosis and investigated whether LVGLS predicts adverse outcomes in this population. A total of 130 patients with proven sarcoidosis undergoing echocardiography at our referral centre were identified. Following exclusion of those with evidence of CS (n = 14) or other pre-existing structural heart disease (n = 16), 100 patients (55 ± 13 years, 48% male, 90% pulmonary involvement) and 100 age- and gender-matched controls were included. LVGLS was measured by speckle-tracking analysis. The primary endpoint was a composite of all-cause mortality, heart failure hospitalization, device implantation, new arrhythmias, or future development of CS on advanced cardiac imaging modalities. LVGLS was significantly impaired in sarcoidosis patients compared with controls (-17.3 ± 2.5 vs. -20.0 ± 1.6%, P < 0.001). Overall, 27 patients (27%) reached the endpoint during a median follow-up of 35 months. On Cox proportional hazards model analysis, abnormal 24-h Holter, larger LV end-diastolic diameters, and more impaired LVGLS were significantly associated with the endpoint; however, only LVGLS remained independently associated on multivariate analysis [hazard ratio (HR) 1.4, 95% confidence interval (CI) 1.1-1.7, P = 0.006]. Patients with LVGLS less than -17.3% were significantly more likely to be free of the primary endpoint (log-rank P = 0.01).

Question: Does subclinical left ventricular dysfunction by echocardiographic speckle-tracking strain analysis relate to outcome in sarcoidosis?

Provide a concise medical answer:
",0
"Context: Transposable elements form a significant proportion of eukaryotic genomes. Recently, Lexa et al. (Nucleic Acids Res 42:968-978, 2014) reported that plant long terminal repeat (LTR) retrotransposons often contain potential quadruplex sequences (PQSs) in their LTRs and experimentally confirmed their ability to adopt four-stranded DNA conformations. Here, we searched for PQSs in human retrotransposons and found that PQSs are specifically localized in the 3'-UTR of LINE-1 elements, in LTRs of HERV elements and are strongly accumulated in specific regions of SVA elements. Circular dichroism spectroscopy confirmed that most PQSs had adopted monomolecular or bimolecular guanine quadruplex structures. Evolutionarily young SVA elements contained more PQSs than older elements and their propensity to form quadruplex DNA was higher. Full-length L1 elements contained more PQSs than truncated elements; the highest proportion of PQSs was found inside transpositionally active L1 elements (PA2 and HS families).

Question: Are guanine quadruplexes formed by specific regions of human transposable elements?

Provide a concise medical answer:
",1
"Context: Restenosis after vascular intervention remains a major clinical problem. Circulating LR11 has been shown a novel marker of intimal smooth muscle cell (SMC) proliferation in human and animal studies. The present study was performed to clarify the clinical significance of circulating LR11 in patients with stable angina pectoris after coronary stenting. We firstly investigated the circulating sLR11 levels for 28 days after arterial injury in mice, and then assessed time-dependent change in circulating sLR11 level after coronary stenting in a clinical study. Mouse sLR11 levels rapidly increased to 4.0-fold of the control value without cuff placement at postoperative day (POD) 14, and the levels gradually declined to 3.1-fold of the control value until POD 28 in mice. The circulating soluble LR11 levels were measured (before and at 14, 60 and 240 days after coronary stenting in a clinical study of 102 consecutive patients with stable angina pectoris who were treated with percutaneous coronary intervention. Circulating sLR11 levels were significantly increased on days 14 and 60 after the procedure and positively associated with the angiographic late loss index.

Question: Is circulating soluble LR11 , a novel marker of smooth muscle cell proliferation , enhanced after coronary stenting in response to vascular injury?

Provide a concise medical answer:
",0
"Context: The development of human leukocyte antigen (HLA) antibody responses has been associated with worse clinical outcomes, such as bronchiolitis obliterans syndrome (BOS) and death, in lung transplant recipients (LTRs). However, the role of donor-specific HLA antibody (DSA) responses as a risk factor for poor outcomes remains controversial. We prospectively screened 445 LTRs for DSA at our institution at the time of surveillance bronchoscopies for the first 2 years after transplantation between 2003 and 2008, and evaluated clinical outcomes. For this purpose, we used the combination of panel-reactive antibodies (PRA) by enzyme-linked immunosorbent assay (ELISA) and the Luminex single-antigen bead (SAB) assay (One Lambda, Canoga Park, CA). We detected de novo DSA (dnDSA) in 58 of 445 (13%) LTRs in our cohort. Freedom from BOS was significantly reduced in LTRs with dnDSA versus those without dnDSA (p < 0.001). Using a Cox proportional hazards model, the development of dnDSA was associated with a significantly increased hazard ratio (HR = 6.59 [4.53 to 9.59]; p < 0.001) for BOS and high-grade BOS (Stage ≥ 2) (HR = 5.76 [3.48 to 9.52]; p < 0.001). Freedom from death was significantly reduced in LTRs with dnDSA (p < 0.001), including mortality attributable to BOS (HR = 9.86 [4.91 to 19.78]; p < 0.001).

Question: Are de novo donor-specific HLA antibodies associated with early and high-grade bronchiolitis obliterans syndrome and death after lung transplantation?

Provide a concise medical answer:
",1
"Context: To conduct a systematic review of studies reporting on the development or validation of comorbidity indices using administrative health data and compare their ability to predict outcomes related to comorbidity (ie, construct validity). We conducted a comprehensive literature search of MEDLINE and EMBASE, until September 2012. After title and abstract screen, relevant articles were selected for review by two independent investigators. Predictive validity and model fit were measured using c-statistic for dichotomous outcomes and R(2) for continuous outcomes. Our review includes 76 articles. Two categories of comorbidity indices were identified: those identifying comorbidities based on diagnoses, using International Classification of Disease codes from hospitalization or outpatient data, and based on medications, using pharmacy data. The ability of indices studied to predict morbidity-related outcomes ranged from poor (C statistic ≤ 0.69) to excellent (C statistic >0.80) depending on the specific index, outcome measured, and study population. Diagnosis-based measures, particularly the Elixhauser Index and the Romano adaptation of the Charlson Index, resulted in higher ability to predict mortality outcomes. Medication-based indices, such as the Chronic Disease Score, demonstrated better performance for predicting health care utilization.

Question: Does a systematic review identify valid comorbidity indices derived from administrative health data?

Provide a concise medical answer:
",0
"Context: The consumption of an agrarian diet is associated with a reduced risk for many diseases associated with a 'Westernised' lifestyle. Studies suggest that diet affects the gut microbiota, which subsequently influences the metabolome, thereby connecting diet, microbiota and health. However, the degree to which diet influences the composition of the gut microbiota is controversial. Murine models and studies comparing the gut microbiota in humans residing in agrarian versus Western societies suggest that the influence is large. To separate global environmental influences from dietary influences, we characterised the gut microbiota and the host metabolome of individuals consuming an agrarian diet in Western society. Using 16S rRNA-tagged sequencing as well as plasma and urinary metabolomic platforms, we compared measures of dietary intake, gut microbiota composition and the plasma metabolome between healthy human vegans and omnivores, sampled in an urban USA environment. Plasma metabolome of vegans differed markedly from omnivores but the gut microbiota was surprisingly similar. Unlike prior studies of individuals living in agrarian societies, higher consumption of fermentable substrate in vegans was not associated with higher levels of faecal short chain fatty acids, a finding confirmed in a 10-day controlled feeding experiment. Similarly, the proportion of vegans capable of producing equol, a soy-based gut microbiota metabolite, was less than that was reported in Asian societies despite the high consumption of soy-based products.

Question: Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?

Provide a concise medical answer:
",1
"Context: Sox6 is a transcription factor that is crucial for the differentiation and development of cortical interneurons and dopaminergic neurons of the substantia nigra pars compact. Loss-of-function mutations might thus result in complex paroxysmal diseases such as epilepsy syndromes or movement disorders. We present a 15-year-old boy with delayed speech development and attention deficit hyperactivity disorder who presented with a rapid-onset generalized dopa-responsive dystonia. Neurological examination revealed generalized dystonic and frequent athetoid movements of the arms, trunk, and neck. Gait was severely impaired secondary to frequent dystonic postures. Both a resting tremor and action tremors were observed in both hands. Speech was dysarthric but language comprehension was unimpaired. Testing for saccadic dysfunction revealed hypometric horizontal and vertical saccades. Physical examination was otherwise significant for a pectus carinatum and splenomegaly. Laboratory studies, brain magnetic resonance imaging, and electroencephalography were unremarkable. Treatment with levodopa/carbidopa led to a complete and sustained remission of neurological symptoms. Genetic testing revealed a mono-allelic de novo 84-kb deletion on chromosome 11p15.2 encompassing exons 14-16 of the SOX6 gene (chr11: 15944880-16029095, NCBI 37/hg19).

Question: Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?

Provide a concise medical answer:
",0
"Context: The purpose of this study was to evaluate the role of capsular closure after hip arthroscopy in reduction of the incidence of heterotopic ossification (HO). One hundred (50 study group, 50 control group) consecutive hip arthroscopy procedures with radiographic follow-up of more than 9 weeks were included in the study. The study group consisted of 50 patients in whom capsular closure with 2 No. 1 polydioxanone (PDS) sutures was performed, and a control group consisted of 50 patients in whom the capsule remained open after capsulotomy. HO was assessed by radiographs using the Brooker classification. Statistical analysis of the data was carried out with the χ-square or Fisher exact test and Student t test, when appropriate, at a significance level of .05. Thirty-six (36%) patients had radiographic evidence of postoperative HO (14 patients in the capsular closure group). No significant difference was found regarding sex, side of operation, age, or HO rate between the study and the control groups (P = .778, P = .123, P = .744, and P = .144, respectively). Furthermore, no significant difference was found in the rate of HO with potential clinical significance (Brooker classification > I) between the control and study groups (P = .764).

Question: Does capsular closure affect development of heterotopic ossification after hip arthroscopy?

Provide a concise medical answer:
",1
"Context: The purpose of this study was to examine the osteotomy gap filling rate with new bone after open wedge high tibial osteotomy (HTO) without bone graft and the effects of smoking, lateral hinge fracture, and early full weight bearing. A prospective series (N = 70) of open wedge HTOs with the TomoFix plate (DePuy Synthes, Umkirch, Germany) was performed. Radiologic follow-up examinations took place postoperatively, after 6 and 12 weeks, and after 6, 12, and 18 months to measure osteotomy gap filling at each follow-up. Bone healing was compared in smokers versus nonsmokers who underwent open wedge HTOs with intact lateral hinges. Fractured lateral hinges were classified according to the Takeuchi classification and separately analyzed regarding bone healing. Patients were randomly assigned to undergo early (11 days) or standard (6 weeks) full-weight-bearing rehabilitation. A delay in the osteotomy gap filling rate between smokers and nonsmokers could be observed at all follow-up periods, but differences were not significant. A fracture of the lateral hinge was found in 39% of the patients. A type I fracture was observed in 14% of patients, a type II fracture was observed in 13%, and a type III fracture was found in 6%. The highest increase in the osteotomy gap filling rate was observed between 12 weeks and 6 months after surgery in patients with intact lateral hinges. For patients with unstable type II fractures, the highest increase in the gap filling rate was delayed until 6 to 12 months. Early full weight bearing had no effect on the gap filling rate in any of the patient groups evaluated.

Question: Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?

Provide a concise medical answer:
",0
"Context: Deep erythema and inflammation after re-epithelialization of superficial wounds is a sign of scar formation. Corticosteroids may prevent scarring by suppression of inflammation and fibroblast activity. Tretinoin may increase the efficacy of corticosteroids in this setting. To evaluate the efficacy of corticosteroids plus tretinoin for prevention of scars after superficial wounds. In a retrospective study of patients with superficial partial thickness thermal skin burn, we compared the patients who received clobetasol plus tretinoin after re-epithelialization with patients who did not receive any medication. Clobetasol propionate 0.05% ointment was used twice daily with overnight occlusive dressing in conjunction with twice weekly topical tretinoin 0.05% cream. Among 43 patients who had light pink or no erythema after re-epithelialization and consequently did not receive clobetasol + tretinoin, no scar was developed. Among patients who had deep erythema after re-epithelialization, rate of scar formation was significantly higher in 14 patients who did not receive clobetasol + tretinoin than in 21 patients who received clobetasol + tretinoin (64% and 19%, respectively; p = 0.01).

Question: Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?

Provide a concise medical answer:
",1
"Context: Osteoarthritis (OA) is associated with a gradual reduction in the interstitial osmotic pressure within articular cartilage. The aim of this study was to compare the effects of sudden and gradual hypo-osmotic challenge on chondrocyte morphology and biomechanics. Bovine articular chondrocytes were exposed to a reduction in extracellular osmolality from 327 to 153 mOsmol/kg applied either suddenly (<5 s) or gradually (over 180 min). Temporal changes in cell diameter and the existence of regulatory volume decrease (RVD) were quantified along with changes in cortical actin and chromatin condensation. The cellular viscoelastic mechanical properties were determined by micropipette aspiration. In response to a sudden hypo-osmotic stress, 66% of chondrocytes exhibited an increase in diameter followed by RVD, whilst 25% showed no RVD. By contrast, cells exposed to gradual hypo-osmotic stress exhibited reduced cell swelling without subsequent RVD. There was an increase in the equilibrium modulus for cells exposed to sudden hypo-osmotic stress. However, gradual hypo-osmotic challenge had no effect on cell mechanical properties. This cell stiffening response to sudden hypo-osmotic challenge was abolished when actin organization was disrupted with cytochalasin D or RVD inhibited with REV5901. Both sudden and gradual hypo-osmotic challenge reduced cortical F-actin distribution and caused chromatin decondensation.

Question: Does the rate of hypo-osmotic challenge influence regulatory volume decrease ( RVD ) and mechanical properties of articular chondrocytes?

Provide a concise medical answer:
",0
